"CLAVE SITIO","SITIO","ORGANISMO _DE_CUENCA","ESTADO","MUNICIPIO","ACUIFERO","SUBTIPO","LONGITUD","LATITUD","PERIODO","ALC_mg/L","CALIDAD_ALC","CONDUCT_mS/cm","CALIDAD_CONDUC","SDT_mg/L","CALIDAD_SDT_ra","CALIDAD_SDT_salin","FLUORUROS_mg/L","CALIDAD_FLUO","DUR_mg/L","CALIDAD_DUR","COLI_FEC_NMP/100_mL","CALIDAD_COLI_FEC","N_NO3_mg/L","CALIDAD_N_NO3","AS_TOT_mg/L","CALIDAD_AS","CD_TOT_mg/L","CALIDAD_CD","CR_TOT_mg/L","CALIDAD_CR","HG_TOT_mg/L","CALIDAD_HG","PB_TOT_mg/L","CALIDAD_PB","MN_TOT_mg/L","CALIDAD_MN","FE_TOT_mg/L","CALIDAD_FE","SEMÁFORO","CONTAMINANTES"
"OCNOR4029","POZO BACOACHI","NOROESTE","SONORA","BACOACHI","RIO BACOACHI","POZO","-109.95586","30.63566","2012-2024","154.66","Alta","386","Buena para riego","260","Excelente para riego","Potable - Dulce","1.16405","Potable - Óptima","140.1424","Potable - Dura","3.143821772","Buena calidad","0.281784","Potable - Excelente","<0.00227272727272727","Potable - Excelente","<0.001712","Potable - Excelente","<0.00217777777777778","Potable - Excelente","<0.00028117","Potable - Excelente","<0.00248","Potable - Excelente","0.012254545","Potable - Excelente","0.069915455","Potable - Excelente","VERDE",""
"OCNOR4030","NUEVO POZO CHINAPA","NOROESTE","SONORA","ARIZPE","RIO BACOACHI","POZO","-110.03386","30.43986","2012-2024","246.48","Alta","736","Buena para riego","506","Cultivos sensibles","Potable - Dulce","0.309896","Baja","331.39","Potable - Dura","12.17904333","Buena calidad","4.476879","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.000463333","Potable - Excelente","0.0246","Potable - Excelente","VERDE",""
"OCNOR4032","POZO BENJAMIN HILL","NOROESTE","SONORA","BENJAMÍN HILL","LA TINAJA","POZO","-111.10934","30.17053","2012-2024","204.82","Alta","613","Buena para riego","368","Excelente para riego","Potable - Dulce","0.8474","Potable - Óptima","185.9872","Potable - Dura","5.741502015","Buena calidad","4.7838","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000203638","Potable - Excelente","0.0067","Potable - Excelente","<0.00021","Potable - Excelente","0.012633333","Potable - Excelente","VERDE",""
"OCNOR4033","POZO NO. 2 EL GUEYPARIN","NOROESTE","SONORA","OPODEPE","RIO ZANJON","POZO","-111.03294","30.04605","2012-2024","173.43","Alta","388","Buena para riego","248.32","Excelente para riego","Potable - Dulce","0.3301","Baja","146.355","Potable - Dura","6.399431423","Buena calidad","1.918266","Potable - Excelente","0.001733333","Potable - Excelente","0.017472286","No apta como FAAP","0.017542857","Potable - Excelente","0.000218638","Potable - Excelente","0.00672","Potable - Excelente","0.000297778","Potable - Excelente","0.021066667","Potable - Excelente","ROJO","CD, "
"OCNOR4034","POZO VILLA DEL REAL","NOROESTE","SONORA","HERMOSILLO","COSTA DE HERMOSILLO","POZO","-111.01328","29.15153","2012-2024","196.9","Alta","956","Permisible para riego","519.8","Cultivos sensibles","Potable - Dulce","0.9044","Potable - Óptima","206.3568","Potable - Dura","7.134929547","Buena calidad","6.7298425","Potable - Buena calidad","0.003527273","Potable - Excelente","<0.00130105333333333","Potable - Excelente","0.003963333","Potable - Excelente","0.000212039","Potable - Excelente","<0.00154","Potable - Excelente","0.001054545","Potable - Excelente","0.036757273","Potable - Excelente","VERDE",""
"OCNOR4035","POZO BAGOTES Z12","NOROESTE","SONORA","HERMOSILLO","COSTA DE HERMOSILLO","POZO","-111.12072","29.09646","2012-2024","197.9","Alta","657","Buena para riego","426.88","Excelente para riego","Potable - Dulce","0.4856","Media","208.4124","Potable - Dura","9.876033085","Buena calidad","2.0318905","Potable - Excelente","0.002227273","Potable - Excelente","<0.00130105333333333","Potable - Excelente","0.001355556","Potable - Excelente","0.000225169","Potable - Excelente","<0.00154","Potable - Excelente","0.003517273","Potable - Excelente","0.073761818","Potable - Excelente","VERDE",""
"OCNOR4036","EL REAL DEL CATORCE","NOROESTE","SONORA","HERMOSILLO","COSTA DE HERMOSILLO","POZO","-111.05556","28.96157","2012-2024","192.93","Alta","578.5","Buena para riego","356","Excelente para riego","Potable - Dulce","0.4244","Media","143.1","Potable - Dura","5.653014269","Buena calidad","0.61444","Potable - Excelente","0.003218182","Potable - Excelente","<0.00130105333333333","Potable - Excelente","0.003696667","Potable - Excelente","0.000239169","Potable - Excelente","<0.00154","Potable - Excelente","0.001208182","Potable - Excelente","0.045575455","Potable - Excelente","VERDE",""
"OCNOR4037","HACIENDA DE LA FLOR","NOROESTE","SONORA","HERMOSILLO","MESA DEL SERI-LA VICTORIA","POZO","-110.94133","29.07231","2012-2024","318.72","Alta","1245","Permisible para riego","801.84","Cultivos sensibles","Potable - Dulce","1.0265","Potable - Óptima","345.3576","Potable - Dura","<3,87997748077299","Buena calidad","8.05544","Potable - Buena calidad","0.0132075","Apta como FAAP","<0.001301","Potable - Excelente","0.001954545","Potable - Excelente","0.000230273","Potable - Excelente","<0.00154","Potable - Excelente","0.000575","Potable - Excelente","0.043580833","Potable - Excelente","VERDE",""
"OCNOR4038","POZO VIVEROS DE CESUES","NOROESTE","SONORA","HERMOSILLO","MESA DEL SERI-LA VICTORIA","POZO","-110.85297","29.1707","2012-2024","68.34","Baja","1169","Permisible para riego","814.72","Cultivos sensibles","Potable - Dulce","4.053097","Alta","185.65","Potable - Dura","30.43520389","Buena calidad","0.8104095","Potable - Excelente","0.031196667","No apta como FAAP","<0.001301","Potable - Excelente","0.010561429","Potable - Excelente","0.000238225","Potable - Excelente","<0.00154","Potable - Excelente","0.002002222","Potable - Excelente","0.093108889","Potable - Excelente","ROJO","FLUO, AS, "
"OCNOR4039","EL CAMPITO","NOROESTE","SONORA","HERMOSILLO","MESA DEL SERI-LA VICTORIA","POZO","-110.83528","29.08897","2012-2024","280.92","Alta","1183","Permisible para riego","762","Cultivos sensibles","Potable - Dulce","0.56715","Media","399.7544","Potable - Dura","16.52352331","Buena calidad","11.6635175","No apta como FAAP","0.013275","Apta como FAAP","<0.001301","Potable - Excelente","0.0031","Potable - Excelente","0.000220711","Potable - Excelente","<0.00154","Potable - Excelente","0.001256","Potable - Excelente","0.092671","Potable - Excelente","ROJO","NO3, "
"OCNOR4040","POZO NO. 12V","NOROESTE","SONORA","HERMOSILLO","MESA DEL SERI-LA VICTORIA","POZO","-110.87231","29.1931","2012-2024","114.775","Media","820","Permisible para riego","448","Excelente para riego","Potable - Dulce","2.62105","Alta","26.0848","Potable - Suave","12.31201796","Buena calidad","3.2936555","Potable - Excelente","0.02806625","No apta como FAAP","<0.001301","Potable - Excelente","0.016942857","Potable - Excelente","0.000230929","Potable - Excelente","<0.00154","Potable - Excelente","0.00063375","Potable - Excelente","0.09475","Potable - Excelente","ROJO","FLUO, AS, "
"OCNOR4041","LAS NORIAS","NOROESTE","SONORA","HERMOSILLO","MESA DEL SERI-LA VICTORIA","POZO","-110.63302","29.04896","2012-2024","249.76","Alta","590","Buena para riego","364","Excelente para riego","Potable - Dulce","0.4675","Media","259.96","Potable - Dura","378.3167415","Aceptable","4.80038","Potable - Excelente","0.019363333","Apta como FAAP","<0.001301","Potable - Excelente","0.008344286","Potable - Excelente","0.000261938","Potable - Excelente","<0.00154","Potable - Excelente","0.00163","Potable - Excelente","0.056654444","Potable - Excelente","VERDE",""
"OCNOR4042","RANCHO CERRO DE LAS HORMIGAS","NOROESTE","SONORA","HERMOSILLO","MESA DEL SERI-LA VICTORIA","POZO","-110.75323","29.19417","2012-2024","380.16","Alta","902","Permisible para riego","553.6","Cultivos sensibles","Potable - Dulce","0.5378","Media","326.1178","Potable - Dura","142.3123958","Buena calidad","0.41033","Potable - Excelente","0.019662222","Apta como FAAP","<0.001301","Potable - Excelente","0.009571429","Potable - Excelente","0.000305438","Potable - Excelente","<0.00154","Potable - Excelente","<0.00021","Potable - Excelente","0.046805556","Potable - Excelente","VERDE",""
"OCNOR4045","RIO SAN MIGUEL","NOROESTE","SONORA","HERMOSILLO","MESA DEL SERI-LA VICTORIA","POZO","-110.80416","29.22142","2012-2024","172.22","Alta","553.5","Buena para riego","313","Excelente para riego","Potable - Dulce","1.8762","Alta","<20","Potable - Suave","21.53575504","Buena calidad","1.368387","Potable - Excelente","0.056725","No apta como FAAP","<0.001301","Potable - Excelente","0.03345","Potable - Excelente","<0.0002013","Potable - Excelente","<0.00154","Potable - Excelente","0.0030075","Potable - Excelente","0.0888","Potable - Excelente","ROJO","FLUO, AS, "
"OCNOR4048","TECORIPA","NOROESTE","SONORA","LA COLORADA","RIO TECORIPA","POZO","-109.95654","28.62613","2012-2024","268.8","Alta","601","Buena para riego","376.96","Excelente para riego","Potable - Dulce","0.3859","Baja","261.11","Potable - Dura","5.300042189","Buena calidad","1.865169","Potable - Excelente","0.002866667","Potable - Excelente","<0.001301","Potable - Excelente","0.002557143","Potable - Excelente","0.000211263","Potable - Excelente","<0.00154","Potable - Excelente","0.00063","Potable - Excelente","0.023863333","Potable - Excelente","VERDE",""
"OCNOR4062","POZO TEPACHE","NOROESTE","SONORA","TEPACHE","RIO MOCTEZUMA","POZO","-109.53619","29.53688","2012-2024","257.24","Alta","743.665","Buena para riego","482","Excelente para riego","Potable - Dulce","0.2948","Baja","286.7676","Potable - Dura","94.97686703","Buena calidad","3.072151","Potable - Excelente","0.00277","Potable - Excelente","0.001225875","Potable - Excelente","0.0021","Potable - Excelente","0.000238638","Potable - Excelente","<0.00154","Potable - Excelente","0.004287","Potable - Excelente","0.079506","Potable - Excelente","VERDE",""
"OCNOR4063","POZO DIVISADEROS","NOROESTE","SONORA","DIVISADEROS","RIO MOCTEZUMA","POZO","-109.47377","29.62448","2012-2024","247.025","Alta","740","Buena para riego","420.9","Excelente para riego","Potable - Dulce","1.91295","Alta","<20","Potable - Suave","4.747363247","Buena calidad","1.076895","Potable - Excelente","0.0413375","No apta como FAAP","<0.001301","Potable - Excelente","0.029383333","Potable - Excelente","0.00021525","Potable - Excelente","<0.00154","Potable - Excelente","0.0009825","Potable - Excelente","0.063775","Potable - Excelente","ROJO","FLUO, AS, "
"OCNOR4071","VIÑEDO LOS ARROYOS","NOROESTE","SONORA","HERMOSILLO","COSTA DE HERMOSILLO","POZO","-111.72465","29.12727","2012-2024","166.87","Alta","520.5","Buena para riego","340.6","Excelente para riego","Potable - Dulce","0.564372","Media","118.04","Potable - Moderadamente suave","32.5784021","Buena calidad","1.4959765","Potable - Excelente","0.003704","Potable - Excelente","<0.00130106","Potable - Excelente","0.02067375","Potable - Excelente","0.000200043","Potable - Excelente","<0.00154","Potable - Excelente","0.000665","Potable - Excelente","0.065329","Potable - Excelente","VERDE",""
"OCNOR4072","CAMPO SAN JOSE","NOROESTE","SONORA","HERMOSILLO","COSTA DE HERMOSILLO","POZO","-111.7881","29.10249","2012-2024","159.8575","Alta","564","Buena para riego","378","Excelente para riego","Potable - Dulce","0.4743535","Media","132.29","Potable - Dura","18.80495804","Buena calidad","4.779469","Potable - Excelente","0.00309","Potable - Excelente","<0.00130106","Potable - Excelente","0.027875","Potable - Excelente","0.000225599","Potable - Excelente","<0.00154","Potable - Excelente","0.000606","Potable - Excelente","0.02681","Potable - Excelente","VERDE",""
"OCNOR4077","POZO SANTA ANA","NOROESTE","SONORA","SANTA ANA","MAGDALENA","POZO","-111.11664","30.5497","2012-2024","266.06","Alta","760","Permisible para riego","523","Cultivos sensibles","Potable - Dulce","0.94173","Potable - Óptima","280.328","Potable - Dura","7.269578469","Buena calidad","1.499887","Potable - Excelente","0.009648","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.0001956","Potable - Excelente","0.005885","Potable - Excelente","0.000738","Potable - Excelente","0.011722","Potable - Excelente","VERDE",""
"OCNOR4081","PILA LOMA DE GUADALUPE","PACÍFICO NORTE","SONORA","ALAMOS","CUCHUJAQUI","POZO","-108.93771","27.02193","2012-2024","210.78","Alta","492","Buena para riego","280.1","Excelente para riego","Potable - Dulce","0.4092","Media","165.315","Potable - Dura","16.6639304","Buena calidad","1.828687","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.0016625","Potable - Excelente","0.000273638","Potable - Excelente","0.0070975","Potable - Excelente","0.005425","Potable - Excelente","0.029979","Potable - Excelente","VERDE",""
"OCNOR4082","POZO LA AURORA","PACÍFICO NORTE","SONORA","ALAMOS","SAN BERNARDO","POZO","-108.9527","27.03958","2012-2024","211.11","Alta","517","Buena para riego","306","Excelente para riego","Potable - Dulce","0.5418","Media","165.2336","Potable - Dura","40.90205654","Buena calidad","1.3773985","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000193233","Potable - Excelente","<0.00154","Potable - Excelente","0.015707","Potable - Excelente","0.022563","Potable - Excelente","VERDE",""
"OCNOR4083","COICOBA-JAMBIOLABAMPO","NOROESTE","SONORA","HUATABAMPO","VALLE DEL MAYO","POZO","-109.35634","26.74182","2012-2024","282.99","Alta","3340","Indeseable para riego","2587","Cultivos tolerantes","Salobres","0.2594","Baja","1178.31","Muy dura e indeseable usos industrial y domestico","7.606020657","Buena calidad","4.745529","Potable - Excelente","<0.0015","Potable - Excelente","<0.001301","Potable - Excelente","0.0012125","Potable - Excelente","0.000243378","Potable - Excelente","<0.00154","Potable - Excelente","0.000867","Potable - Excelente","0.056009","Potable - Excelente","AMARILLO","CONDUC, DT, SDT_ra, SDT_sal, "
"OCNOR4102","POZO #2 ETCHOJOA","NOROESTE","SONORA","ETCHOJOA","VALLE DEL MAYO","POZO","-109.64116","26.9182","2012-2024","193","Alta","1432","Permisible para riego","896","Cultivos sensibles","Potable - Dulce","0.2529","Baja","324.5112","Potable - Dura","5.155058097","Buena calidad","3.91","Potable - Excelente","0.004322222","Potable - Excelente","<0.001301","Potable - Excelente","0.001242857","Potable - Excelente","0.000308813","Potable - Excelente","<0.00154","Potable - Excelente","0.006335556","Potable - Excelente","0.029188889","Potable - Excelente","VERDE",""
"OCNOR4114","POZO 504","NOROESTE","SONORA","CAJEME","VALLE DEL YAQUI","POZO","-109.95354","27.22643","2012-2024","123","Media","1609","Permisible para riego","901","Cultivos sensibles","Potable - Dulce","0.3048","Baja","404.32","Potable - Dura","8.950584438","Buena calidad","1.2424395","Potable - Excelente","0.004","Potable - Excelente","<0.001301","Potable - Excelente","0.043644444","Potable - Excelente","0.000200867","Potable - Excelente","<0.00154","Potable - Excelente","0.000676","Potable - Excelente","0.02047","Potable - Excelente","VERDE",""
"OCNOR4115","POZO BACUM","NOROESTE","SONORA","BÁCUM","VALLE DEL YAQUI","POZO","-110.07716","27.54914","2012-2024","289.82","Alta","1719","Permisible para riego","1198","Cultivos con manejo especial","Ligeramente salobres","0.28055","Baja","674.8272","Muy dura e indeseable usos industrial y domestico","17.08253122","Buena calidad","0.064096","Potable - Excelente","0.00584","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000280044","Potable - Excelente","<0.00154","Potable - Excelente","1.5624","Puede afectar la salud","0.33396","Sin efectos en la salud - Puede dar color al agua","AMARILLO","DT, MN, FE, "
"OCNOR4116","POZO PUEBLO YAQUI POZO NO. 3","NOROESTE","SONORA","CAJEME","VALLE DEL YAQUI","POZO","-110.04506","27.35044","2012-2024","132.99","Media","948","Permisible para riego","515","Cultivos sensibles","Potable - Dulce","0.288631","Baja","210.816","Potable - Dura","5.51013159","Buena calidad","0.7783045","Potable - Excelente","0.00239","Potable - Excelente","<0.001301","Potable - Excelente","<0.0012","Potable - Excelente","0.000191389","Potable - Excelente","0.002413333","Potable - Excelente","<0.00021","Potable - Excelente","0.01566","Potable - Excelente","VERDE",""
"OCNOR4130","GRUPO GAMEZ","NOROESTE","SONORA","GUAYMAS","VALLE DEL YAQUI","POZO","-110.20887","27.55372","2012-2024","314.76","Alta","1212","Permisible para riego","800","Cultivos sensibles","Potable - Dulce","0.315502","Baja","431.38","Potable - Dura","5.724362183","Buena calidad","0.6071","Potable - Excelente","0.002811111","Potable - Excelente","<0.001301","Potable - Excelente","0.008542857","Potable - Excelente","0.000210938","Potable - Excelente","0.006334286","Potable - Excelente","1.005666667","Puede afectar la salud","0.110777778","Potable - Excelente","AMARILLO","MN, "
"OCNOR4132","POZO SAN JOSE BACUM","NOROESTE","SONORA","BÁCUM","VALLE DEL YAQUI","POZO","-110.14316","27.51951","2012-2024","335.015","Alta","1060","Permisible para riego","774","Cultivos sensibles","Potable - Dulce","0.2618","Baja","493.776","Potable - Dura","7.109701937","Buena calidad","0.0764","Potable - Excelente","0.004546","Potable - Excelente","<0.001301","Potable - Excelente","0.0012375","Potable - Excelente","0.000222122","Potable - Excelente","<0.00154","Potable - Excelente","1.19728","Puede afectar la salud","0.221862","Potable - Excelente","AMARILLO","MN, "
"OCNOR4137","POZO AMANECERES","NOROESTE","SONORA","CAJEME","VALLE DEL YAQUI","POZO","-109.91499","27.52791","2012-2024","317.8","Alta","1194","Permisible para riego","718","Cultivos sensibles","Potable - Dulce","0.4714","Media","174.3","Potable - Dura","25.76377077","Buena calidad","5.45085","Potable - Buena calidad","0.01297","Apta como FAAP","<0.001301","Potable - Excelente","0.0043","Potable - Excelente","0.000300975","Potable - Excelente","<0.00154","Potable - Excelente","0.001246","Potable - Excelente","0.06692","Potable - Excelente","VERDE",""
